real_time,timestamp_s,seq,rel_pitch_deg,rel_roll_deg,avg_pitch_deg,avg_roll_deg,accel_x_1,accel_y_1,accel_z_1,gyro_x_1,gyro_y_1,gyro_z_1,accel_x_2,accel_y_2,accel_z_2,gyro_x_2,gyro_y_2,gyro_z_2,q1w,q1x,q1y,q1z,q2w,q2x,q2y,q2z,temp1_C,temp2_C,madgwick_beta1,madgwick_beta2
20:08:31.770,1790255311.7701,150,-0.024,-0.084,-0.024,-0.084,-0.02053,0.00752,0.98828,-0.00122,-0.00325,0.00399,-0.00777,0.00105,0.98736,-0.12145,-0.01854,0.00042,0.99999,-0.00394,-0.00073,7e-05,0.99995,-0.0098,-0.00331,-0.00082,33.23,34.6,0.0714,0.0705
20:08:31.790,1790255311.7905,151,-0.024,-0.008,-0.024,-0.046,-0.01054,-0.01488,0.98858,-0.00198,0.00081,-0.0013,-0.01067,-0.00357,1.00789,-0.13038,-0.00936,-0.00154,0.99999,-0.00471,0.00053,6e-05,0.99995,-0.00991,-0.00204,-0.00083,33.23,34.6,0.0716,0.074
20:08:31.811,1790255311.8109,152,0.232,-0.268,0.062,-0.12,0.01095,0.00846,0.98467,0.00165,0.00029,-0.00079,-0.00639,-0.0208,1.01424,-0.11891,-0.02037,-0.00739,0.99999,-0.00355,-0.00025,6e-05,0.99994,-0.01101,-0.0006,-0.00089,33.23,34.6,0.0686,0.0691
20:08:31.831,1790255311.8314,153,0.456,-0.243,0.16,-0.151,0.02268,-0.00386,0.99922,0.00291,-0.00091,0.0012,-9e-05,-0.00936,0.99323,-0.12149,-0.00837,-0.00285,0.99999,-0.00329,-0.00188,6e-05,0.99994,-0.01053,-0.00027,-0.00092,33.23,34.6,0.0796,0.075
20:08:31.851,1790255311.8517,154,0.43,-0.372,0.214,-0.195,0.00062,0.00702,1.00061,-0.00132,-0.00171,0.00182,0.00256,-0.00131,1.00037,-0.13562,0.00309,0.00311,1.0,-0.00173,-0.00153,8e-05,0.99995,-0.0101,-0.00015,-0.0009,33.23,34.6,0.0795,0.0797
20:08:31.872,1790255311.8721,155,0.56,-0.427,0.272,-0.234,0.01237,0.00716,0.98989,-0.00375,0.00284,-0.00387,0.00146,0.00067,0.99833,-0.11852,0.00154,0.00226,1.0,-0.00066,-0.00249,4e-05,0.99995,-0.00951,3e-05,-0.00087,33.23,34.6,0.0725,0.0787
20:08:31.892,1790255311.8926,156,0.341,-0.404,0.282,-0.258,-0.01229,9e-05,0.98081,-0.00178,0.00143,-0.00091,0.01978,0.01049,0.99989,-0.12352,0.00866,-0.00694,1.0,-0.00057,-0.00114,3e-05,0.99996,-0.00922,-0.00054,-0.00096,33.23,34.59,0.0657,0.0799
20:08:31.912,1790255311.9128,157,0.293,-0.464,0.283,-0.284,-0.00704,0.00725,0.99308,-0.00051,-0.00336,-0.00042,-0.00908,0.01786,1.00394,-0.11899,0.00078,0.00197,1.0,0.00044,-5e-05,2e-05,0.99996,-0.00873,0.00014,-0.00093,33.23,34.59,0.0748,0.0769
20:08:31.933,1790255311.9333,158,0.074,-0.329,0.26,-0.289,-0.0055,-0.00273,0.99525,-0.0017,-0.0021,0.00033,0.02192,0.01001,0.9975,-0.1108,0.01278,-0.00223,1.0,-0.00043,0.00125,3e-05,0.99996,-0.00842,-0.00048,-0.00097,33.23,34.59,0.0765,0.0783
20:08:31.954,1790255311.9538,159,-0.005,-0.387,0.233,-0.299,-0.01536,0.01465,0.98261,0.00193,-0.00142,0.00479,0.00698,0.01792,1.00108,-0.1197,0.01946,-0.00389,1.0,0.00064,0.00211,8e-05,0.99997,-0.00786,-0.0003,-0.00101,33.23,34.59,0.0671,0.0791
20:08:31.974,1790255311.9741,160,0.065,-0.223,0.218,-0.292,0.00384,-0.0073,0.99244,-0.00172,0.00071,-0.00075,0.02157,0.01096,0.99307,-0.10564,0.02726,0.00096,1.0,-0.00048,0.00109,7e-05,0.99997,-0.00754,-0.00072,-0.00102,33.23,34.59,0.0744,0.075
20:08:31.994,1790255311.9946,161,0.06,0.02,0.205,-0.266,-0.00179,-0.0067,0.99155,-0.0026,-0.00029,-0.00301,0.01124,0.00579,0.99414,-0.09936,0.02572,0.0008,1.0,-0.00201,0.00099,3e-05,0.99997,-0.00696,-0.00086,-0.00102,33.23,34.59,0.0737,0.0757
20:08:32.015,1790255312.0152,162,0.212,-0.132,0.205,-0.256,-0.00266,-0.00131,1.00631,0.00016,0.00164,0.00081,-0.01062,-0.00235,1.00456,-0.10685,0.02783,-0.00106,1.0,-0.0005,0.00136,4e-05,0.99998,-0.00678,0.00083,-0.00102,33.23,34.59,0.0753,0.0765
20:08:32.036,1790255312.0359,163,0.265,-0.229,0.21,-0.254,-0.01609,-0.00016,1.00267,0.0054,-0.00079,0.00474,-0.01212,-0.01297,0.99568,-0.09361,0.02118,0.00546,1.0,-0.00035,0.00296,9e-05,0.99997,-0.00747,0.0029,-0.00095,33.23,34.59,0.0779,0.0769
20:08:32.056,1790255312.0566,164,0.488,-0.081,0.228,-0.242,0.00395,-0.00447,0.97355,7e-05,0.00178,0.00196,-0.00767,0.007,0.99933,-0.09646,0.0396,0.00408,1.0,-0.0008,0.00182,0.0001,0.99997,-0.00663,0.00371,-0.00091,33.23,34.59,0.0602,0.0795
20:08:32.077,1790255312.0771,165,0.306,-0.01,0.233,-0.228,-0.0099,-0.00264,0.99262,0.00042,-0.00077,0.00173,0.00322,0.00432,1.019,-0.09549,0.03482,0.00144,0.99999,-0.00105,0.00332,0.00011,0.99997,-0.00626,0.00362,-0.00089,33.23,34.59,0.0745,0.0657
20:08:32.097,1790255312.0974,166,0.45,-0.097,0.246,-0.22,-0.00655,-0.00143,0.99229,-0.00046,0.00023,0.00062,-0.01199,0.00262,0.99,-0.08402,0.04417,-0.00381,0.99999,0.00045,0.00322,0.00011,0.99997,-0.00551,0.00477,-0.00092,33.23,34.59,0.0742,0.0726
20:08:32.118,1790255312.118,167,0.508,-0.144,0.26,-0.216,-0.0111,0.0058,0.98937,0.00148,-0.00124,-0.00233,-0.01289,-0.00543,1.00196,-0.0894,0.04359,-0.0004,0.99999,0.00153,0.00424,9e-05,0.99997,-0.00484,0.0063,-0.00091,33.23,34.59,0.0721,0.0785
20:08:32.138,1790255312.1385,168,0.548,-0.144,0.276,-0.212,0.00183,-6e-05,0.96986,-0.00133,0.00364,0.0034,0.01096,-0.006,1.00412,-0.07789,0.0539,-0.00298,0.99999,0.00118,0.00314,0.00012,0.99997,-0.0052,0.00555,-0.00095,33.23,34.59,0.0574,0.0769
20:08:32.159,1790255312.1591,169,0.533,0.007,0.288,-0.201,-0.00249,-0.00709,0.98874,-0.00307,-0.00308,-0.00167,0.0214,0.00012,0.99471,-0.07446,0.0516,0.00134,1.0,-0.00023,0.00257,0.0001,0.99997,-0.00529,0.00484,-0.00094,33.23,34.59,0.0716,0.0762
20:08:32.179,1790255312.1795,170,0.465,0.207,0.297,-0.182,-0.01633,-0.01161,0.99459,0.00169,-0.00325,-0.00135,-0.00785,-0.00296,1.02195,-0.07708,0.05291,-0.00306,0.99999,-0.00131,0.00363,9e-05,0.99997,-0.00462,0.00531,-0.00097,33.23,34.59,0.0761,0.0635
20:08:32.200,1790255312.1998,171,0.589,0.169,0.31,-0.166,0.01039,0.0052,0.98435,0.00129,0.00166,-0.00301,-0.00163,-0.0027,1.01995,-0.07194,0.06392,0.00351,1.0,-0.00074,0.00238,6e-05,0.99998,-0.00438,0.00515,-0.00093,33.23,34.59,0.0683,0.065
20:08:32.220,1790255312.2203,172,0.387,0.083,0.313,-0.155,-0.01076,0.0027,1.00149,-0.00095,0.001,0.00038,0.01106,0.00453,1.00621,-0.08241,0.06003,-0.0021,0.99999,0.00019,0.0037,6e-05,0.99998,-0.00421,0.00471,-0.00095,33.23,34.59,0.0788,0.0753
20:08:32.240,1790255312.2408,173,0.575,0.162,0.324,-0.142,0.00103,0.00307,0.97378,-0.00428,-0.00202,0.00198,-0.00345,0.00868,1.00338,-0.06491,0.06961,0.00032,1.0,0.00053,0.00251,8e-05,0.99998,-0.00318,0.00515,-0.00094,33.23,34.59,0.0603,0.0774
20:08:32.261,1790255312.2609,174,0.541,-0.089,0.333,-0.14,-0.00144,0.02246,0.98652,0.00067,0.0018,-0.00178,0.01914,-0.012,0.98925,-0.07024,0.0662,-0.00457,1.0,0.00192,0.0023,7e-05,0.99998,-0.00397,0.00464,-0.001,33.23,34.59,0.0701,0.0721
