real_time,timestamp_s,seq,rel_pitch_deg,rel_roll_deg,avg_pitch_deg,avg_roll_deg,accel_x_1,accel_y_1,accel_z_1,gyro_x_1,gyro_y_1,gyro_z_1,accel_x_2,accel_y_2,accel_z_2,gyro_x_2,gyro_y_2,gyro_z_2,q1w,q1x,q1y,q1z,q2w,q2x,q2y,q2z,temp1_C,temp2_C,madgwick_beta1,madgwick_beta2
21:26:45.780,8934.5351,446533,1.558,0.077,0.95,0.034,0.7581,-0.0308,-0.8921,0.02318,-0.11951,0.00293,1.0076,0.0256,0.0566,-0.05875,0.01306,-0.02518,0.65972,-0.03371,-0.75076,-0.00052,0.72721,0.01905,-0.68615,0.00023,49.7,53.19,0.02,0.0729
21:26:45.781,8934.5551,446534,1.618,0.072,0.966,0.035,0.7585,-0.0339,-0.8948,0.02425,-0.11538,0.00426,1.0071,0.0249,0.0586,-0.05809,0.01266,-0.02438,0.65948,-0.03372,-0.75097,-0.0005,0.72736,0.018,-0.68602,0.00122,49.71,53.19,0.02,0.0732
21:26:45.809,8934.5751,446535,1.741,0.078,0.985,0.036,0.7595,-0.0327,-0.884,0.02145,-0.11644,0.0032,1.0083,0.0273,0.0605,-0.05849,0.01439,-0.02678,0.65923,-0.03374,-0.75119,-0.00052,0.72786,0.01874,-0.68547,0.00051,49.7,53.2,0.02,0.0721
21:26:45.825,8934.5951,446536,1.668,0.081,1.0,0.037,0.7568,-0.033,-0.8884,0.02332,-0.12191,0.00226,1.0012,0.0264,0.0593,-0.05836,0.01119,-0.02545,0.65894,-0.03374,-0.75144,-0.00053,0.72716,0.01834,-0.68622,0.0009,49.72,53.2,0.02,0.0775
21:26:45.839,8934.6151,446537,1.827,0.08,1.019,0.038,0.7588,-0.0354,-0.8918,0.02305,-0.11684,0.00293,1.0059,0.0261,0.0603,-0.05889,0.01359,-0.02478,0.65867,-0.03375,-0.75167,-0.00053,0.72787,0.01847,-0.68546,0.00076,49.7,53.19,0.02,0.074
21:26:45.869,8934.6351,446538,1.936,0.084,1.04,0.039,0.7581,-0.0361,-0.8838,0.02305,-0.11471,0.0028,1.0042,0.0286,0.0613,-0.05849,0.01479,-0.02571,0.65844,-0.03376,-0.75188,-0.00053,0.72831,0.01936,-0.68497,-7e-05,49.7,53.19,0.02,0.0751
21:26:45.914,8934.6551,446539,1.857,0.089,1.057,0.04,0.7627,-0.0369,-0.8875,0.02305,-0.11858,0.00346,1.0056,0.0281,0.0588,-0.05889,0.01092,-0.02531,0.65818,-0.03377,-0.75211,-0.00053,0.7276,0.01925,-0.68573,4e-05,49.7,53.19,0.02,0.0742
21:26:45.915,8934.6751,446540,2.018,0.087,1.078,0.041,0.76,-0.0378,-0.896,0.02278,-0.12337,0.00333,1.0054,0.0251,0.0669,-0.05875,0.01132,-0.02531,0.65787,-0.03379,-0.75237,-0.00053,0.72829,0.01894,-0.68501,0.00032,49.72,53.2,0.02,0.074
21:26:45.916,8934.6951,446541,1.969,0.095,1.096,0.043,0.7598,-0.0332,-0.8857,0.02278,-0.11564,0.00226,1.0042,0.0293,0.0598,-0.05875,0.01439,-0.02558,0.65763,-0.03379,-0.75258,-0.00054,0.72777,0.01973,-0.68553,-0.00041,49.69,53.19,0.02,0.0752
21:26:45.944,8934.7151,446542,1.999,0.093,1.115,0.044,0.7598,-0.0344,-0.8921,0.02265,-0.11564,0.00373,1.0039,0.0276,0.0596,-0.05915,0.01279,-0.02531,0.65739,-0.03381,-0.75279,-0.00055,0.72774,0.01863,-0.6856,0.00063,49.72,53.2,0.02,0.0755
