real_time,timestamp_s,seq,rel_pitch_deg,rel_roll_deg,avg_pitch_deg,avg_roll_deg,accel_x_1,accel_y_1,accel_z_1,gyro_x_1,gyro_y_1,gyro_z_1,accel_x_2,accel_y_2,accel_z_2,gyro_x_2,gyro_y_2,gyro_z_2,q1w,q1x,q1y,q1z,q2w,q2x,q2y,q2z,temp1_C,temp2_C,madgwick_beta1,madgwick_beta2
21:26:18.664,1790259978.6645,150,0.145,-0.064,0.145,-0.064,0.01099,0.00643,0.98752,0.0001,-0.00334,1e-05,0.00551,0.01361,1.00348,-0.13331,-0.00829,-0.00294,1.0,-0.00036,-0.00163,8e-05,0.99994,-0.01048,-0.00235,-0.00027,33.23,34.6,0.0707,0.0773
21:26:18.685,1790259978.6847,151,0.268,-0.201,0.207,-0.132,0.00386,0.01247,0.99043,-0.00054,-0.00138,0.00023,-0.01688,0.01968,1.0041,-0.12723,0.00126,-0.00726,1.0,0.00111,-0.0017,8e-05,0.99995,-0.0102,-0.00135,-0.00034,33.23,34.6,0.0729,0.0767
21:26:18.705,1790259978.705,152,0.405,-0.018,0.273,-0.094,0.00829,-0.00872,0.99422,0.00057,0.00229,-0.00635,-0.00925,0.01376,0.9835,-0.12775,-0.01307,-0.0021,1.0,-0.00028,-0.0023,2e-05,0.99995,-0.01,-0.00077,-0.00035,33.23,34.6,0.0757,0.0677
21:26:18.725,1790259978.7255,153,0.559,0.173,0.344,-0.027,0.00799,-0.00577,0.9882,-0.00372,-0.00016,-0.00021,-0.00532,0.00283,0.99548,-0.12604,-0.01619,0.00422,0.99999,-0.00153,-0.0031,2e-05,0.99995,-0.00959,-0.00022,-0.0003,33.23,34.6,0.0712,0.0766
21:26:18.746,1790259978.746,154,0.652,-0.275,0.406,-0.077,0.01204,0.01081,0.98329,0.00454,-0.00206,-0.00131,0.0004,-0.02069,1.00594,-0.12102,-0.00596,0.00224,0.99999,-0.00021,-0.00367,0.0,0.99993,-0.01217,3e-05,-0.00027,33.23,34.6,0.0676,0.0754
21:26:18.766,1790259978.7665,155,0.604,-0.37,0.439,-0.126,0.00601,0.00232,0.99072,-0.00041,-0.00259,-0.00259,0.00165,-0.00345,0.99271,-0.11641,0.0039,-0.00041,0.99999,0.00114,-0.00307,-3e-05,0.99993,-0.01164,0.00021,-0.00028,33.23,34.6,0.0731,0.0745
21:26:18.787,1790259978.787,156,0.48,-0.342,0.445,-0.157,-0.00687,0.00644,0.97489,0.00064,0.00305,0.00066,0.00502,0.01867,0.99999,-0.11575,0.00862,0.00109,1.0,0.00154,-0.00184,-2e-05,0.99994,-0.011,0.00035,-0.00026,33.23,34.6,0.0612,0.0799
21:26:18.807,1790259978.8076,157,0.441,-0.167,0.444,-0.158,0.00528,-0.01103,0.98722,-0.00303,0.00078,-2e-05,0.00843,-0.01131,1.01759,-0.11732,0.01029,0.00186,1.0,7e-05,-0.002,-2e-05,0.99994,-0.01095,-0.00015,-0.00025,33.23,34.59,0.0705,0.0667
21:26:18.828,1790259978.8281,158,0.51,0.075,0.452,-0.132,0.00411,-0.01143,0.99854,0.00326,-0.00062,-0.00085,-0.00039,-0.01374,1.00913,-0.11421,0.01944,0.00186,1.0,-0.00152,-0.00202,-2e-05,0.99995,-0.01042,0.00044,-0.00023,33.23,34.59,0.079,0.0731
21:26:18.848,1790259978.8486,159,0.352,0.174,0.442,-0.101,-0.00615,-0.0058,0.99792,0.00097,-0.00061,0.00142,0.00952,0.02535,1.01044,-0.11716,0.02184,-0.00124,1.0,-0.00194,-0.00047,-2e-05,0.99995,-0.00998,0.00061,-0.00024,33.23,34.59,0.0785,0.0719
21:26:18.869,1790259978.8691,160,0.094,-0.028,0.41,-0.095,-0.03119,-0.00657,0.98538,5e-05,0.00086,-0.00063,0.00378,-0.02371,0.998,-0.10804,0.01857,-0.00139,1.0,-0.00206,0.00095,-2e-05,0.99993,-0.01187,-0.00022,-0.00027,33.23,34.59,0.0694,0.0787
21:26:18.889,1790259978.8896,161,0.276,-0.034,0.399,-0.09,0.01181,0.00388,0.98467,0.00486,-0.0017,0.00064,0.00286,0.00428,0.99742,-0.10658,0.0225,-0.00542,1.0,-0.00131,-0.00028,-1e-05,0.99994,-0.01116,0.00013,-0.00033,33.23,34.59,0.0686,0.0781
21:26:18.910,1790259978.9101,162,0.334,-0.064,0.394,-0.088,0.01072,0.00348,0.96925,0.00134,-0.00055,-0.00093,0.01249,-0.00914,1.00027,-0.10213,0.03598,-0.0043,1.0,-0.00071,-0.00129,-1e-05,0.99994,-0.01083,-0.00037,-0.00039,33.23,34.59,0.057,0.0797
21:26:18.930,1790259978.9307,163,0.322,0.044,0.389,-0.078,-0.0076,-0.00406,0.9866,-0.00198,-0.00029,0.00149,-0.00442,-0.01101,0.99144,-0.0974,0.03435,-0.00208,1.0,-0.0011,0.0001,0.0,0.99995,-0.01027,0.00091,-0.0004,33.23,34.59,0.07,0.0736
